459474;Aves
190983;Aves
3476;Aves
720227;Aves
459487;Aves
440421;Aves
441974;Aves
440422;Aves
441975;Aves
440229;Aves
440423;Aves
459488;Aves
440428;Aves
441984;Aves
440527;Aves
442160;Aves
782581;Aves
459501;Aves
195598;Aves
186060;Aves
186059;Aves
442138;Aves
195290;Aves
442140;Aves
2571;Aves
520934;Aves
440517;Aves
442143;Aves
828897;Aves
440209;Aves
440518;Aves
442144;Aves
829188;Aves
442145;Aves
442146;Aves
442147;Aves
442148;Aves
195302;Aves
2481;Aves
828899;Aves
440519;Aves
442150;Aves
782640;Aves
185971;Aves
192691;Aves
441941;Aves
441942;Aves
192692;Aves
3059;Aves
627293;Aves
185962;Aves
185970;Aves
440400;Aves
441944;Aves
192741;Aves
3332;Aves
828894;Aves
440403;Aves
440513;Aves
442135;Aves
440514;Aves
442136;Aves
829137;Aves
440515;Aves
442137;Aves
441749;Aves
185994;Aves
186000;Aves
185992;Aves
185999;Aves
190643;Aves
441751;Aves
199364;Aves
3144;Aves
441755;Aves
829198;Aves
440316;Aves
441756;Aves
190717;Aves
3374;Aves
3371;Aves
828866;Aves
440319;Aves
459469;Aves
440320;Aves
441760;Aves
441948;Aves
720246;Aves
720247;Aves
828824;Aves
440404;Aves
441950;Aves
192800;Aves
441953;Aves
441954;Aves
440406;Aves
459485;Aves
440410;Aves
441959;Aves
441736;Aves
441737;Aves
441738;Aves
441739;Aves
199247;Aves
441746;Aves
441747;Aves
720204;Aves
441936;Aves
441937;Aves
441938;Aves
441939;Aves
440255;Aves
440256;Aves
440395;Aves
459483;Aves
782556;Aves
441928;Aves
192624;Aves
2468;Aves
186045;Aves
440399;Aves
441935;Aves
440218;Aves
440485;Aves
442083;Aves
440486;Aves
442084;Aves
440487;Aves
442085;Aves
828632;Aves
828633;Aves
828635;Aves
829195;Aves
440489;Aves
442089;Aves
440301;Aves
441710;Aves
190235;Aves
1009;Aves
440303;Aves
441712;Aves
441713;Aves
440305;Aves
441715;Aves
440307;Aves
441717;Aves
522159;Aves
186173;Aves
522787;Aves
190321;Aves
828571;Aves
829118;Aves
440390;Aves
441920;Aves
440228;Aves
819780;Aves
192519;Aves
2676;Aves
441921;Aves
720245;Aves
829194;Aves
2938;Aves
828871;Aves
828872;Aves
441922;Aves
199342;Aves
2669;Aves
186056;Aves
186058;Aves
186050;Aves
186057;Aves
440391;Aves
441923;Aves
441722;Aves
440309;Aves
528759;Aves
441725;Aves
440311;Aves
441730;Aves
828902;Aves
441731;Aves
829135;Aves
441732;Aves
522232;Aves
440312;Aves
441735;Aves
782430;Aves
2901;Aves
3218;Aves
444423;Aves
3203;Aves
3226;Aves
3214;Aves
814245;Aves
3199;Aves
2929;Aves
440381;Aves
441899;Aves
441900;Aves
440385;Aves
441906;Aves
828573;Aves
836202;Aves
1955;Aves
440472;Aves
442056;Aves
442057;Aves
782453;Aves
459496;Aves
828859;Aves
782459;Aves
459497;Aves
440475;Aves
442060;Aves
442061;Aves
440477;Aves
442068;Aves
440478;Aves
442069;Aves
442070;Aves
441690;Aves
190088;Aves
441691;Aves
828837;Aves
190090;Aves
440295;Aves
441692;Aves
441693;Aves
440254;Aves
190113;Aves
1005;Aves
440296;Aves
441695;Aves
190128;Aves
441697;Aves
441698;Aves
626245;Aves
441701;Aves
440297;Aves
441702;Aves
441703;Aves
441704;Aves
720201;Aves
440375;Aves
441888;Aves
828916;Aves
192082;Aves
441889;Aves
442071;Aves
828928;Aves
442072;Aves
440481;Aves
442075;Aves
440483;Aves
442077;Aves
828931;Aves
441705;Aves
199224;Aves
459465;Aves
440300;Aves
441709;Aves
190184;Aves
3195;Aves
2911;Aves
3222;Aves
3192;Aves
829139;Aves
440270;Aves
459461;Aves
782509;Aves
782510;Aves
441628;Aves
441629;Aves
782512;Aves
782425;Aves
418427;Aves
441630;Aves
441631;Aves
441632;Aves
441633;Aves
189130;Aves
1973;Aves
1948;Aves
186081;Aves
186080;Aves
440342;Aves
441816;Aves
828904;Aves
790970;Aves
440433;Aves
441992;Aves
829110;Aves
441993;Aves
782566;Aves
459505;Aves
828910;Aves
459506;Aves
459508;Aves
828912;Aves
819784;Aves
186023;Aves
522722;Aves
186022;Aves
195906;Aves
442189;Aves
814255;Aves
440540;Aves
188728;Aves
441604;Aves
441607;Aves
441609;Aves
441610;Aves
186053;Aves
819756;Aves
188807;Aves
459460;Aves
829119;Aves
440265;Aves
441618;Aves
186084;Aves
186083;Aves
185995;Aves
440269;Aves
441626;Aves
186073;Aves
186072;Aves
440336;Aves
441799;Aves
441800;Aves
828907;Aves
441801;Aves
441802;Aves
186075;Aves
199221;Aves
199319;Aves
653937;Aves
186030;Aves
819781;Aves
440546;Aves
720278;Aves
829191;Aves
442199;Aves
442200;Aves
442201;Aves
442202;Aves
442203;Aves
440547;Aves
442204;Aves
186047;Aves
196055;Aves
442206;Aves
185975;Aves
440373;Aves
441876;Aves
441877;Aves
191973;Aves
441878;Aves
192065;Aves
199330;Aves
2497;Aves
199332;Aves
828895;Aves
199331;Aves
828896;Aves
442024;Aves
442025;Aves
440455;Aves
442030;Aves
440457;Aves
442032;Aves
442033;Aves
828908;Aves
627331;Aves
627332;Aves
3239;Aves
653931;Aves
189535;Aves
441670;Aves
3525;Aves
528779;Aves
189601;Aves
441672;Aves
829105;Aves
440288;Aves
828780;Aves
441852;Aves
199216;Aves
441862;Aves
2398;Aves
2399;Aves
440369;Aves
441870;Aves
186036;Aves
782544;Aves
459480;Aves
440370;Aves
627334;Aves
440458;Aves
442035;Aves
194150;Aves
2557;Aves
2554;Aves
194164;Aves
199356;Aves
2568;Aves
440461;Aves
442043;Aves
440462;Aves
442044;Aves
440466;Aves
442049;Aves
440467;Aves
442050;Aves
829193;Aves
185961;Aves
440290;Aves
441682;Aves
189690;Aves
199305;Aves
199229;Aves
199360;Aves
189973;Aves
441687;Aves
440293;Aves
441688;Aves
440294;Aves
459464;Aves
459481;Aves
440450;Aves
189374;Aves
441652;Aves
441653;Aves
3453;Aves
459462;Aves
440226;Aves
440278;Aves
441657;Aves
782428;Aves
720199;Aves
440279;Aves
441659;Aves
440280;Aves
441664;Aves
189420;Aves
2504;Aves
653924;Aves
728061;Aves
441666;Aves
186019;Aves
778902;Aves
790987;Aves
186018;Aves
189423;Aves
440361;Aves
720233;Aves
441846;Aves
440364;Aves
459492;Aves
440440;Aves
442010;Aves
193662;Aves
199325;Aves
828840;Aves
442013;Aves
440443;Aves
442014;Aves
440444;Aves
1958;Aves
1961;Aves
185967;Aves
185966;Aves
440272;Aves
441641;Aves
440204;Aves
440203;Aves
440273;Aves
441642;Aves
440249;Aves
819847;Aves
199236;Aves
199379;Aves
185965;Aves
185964;Aves
185963;Aves
440274;Aves
441643;Aves
441644;Aves
185985;Aves
440225;Aves
440349;Aves
440350;Aves
441826;Aves
441827;Aves
440351;Aves
441828;Aves
441829;Aves
441830;Aves
441831;Aves
441832;Aves
441833;Aves
186097;Aves
186101;Aves
186096;Aves
186100;Aves
459493;Aves
440445;Aves
442016;Aves
440215;Aves
440214;Aves
819785;Aves
186006;Aves
819850;Aves
186005;Aves
193860;Aves
3302;Aves
3293;Aves
442022;Aves
3297;Aves
3300;Aves
3311;Aves
534749;Aves
440627;Aves
186048;Aves
442400;Aves
199248;Aves
3561;Aves
198176;Aves
528761;Aves
3356;Aves
198348;Aves
3362;Aves
626903;Aves
626905;Aves
440636;Aves
442427;Aves
829113;Aves
829112;Aves
442388;Aves
829133;Aves
186176;Aves
186170;Aves
186169;Aves
186175;Aves
442416;Aves
440634;Aves
528806;Aves
440630;Aves
198097;Aves
199320;Aves
785481;Aves
199321;Aves
440197;Aves
186049;Aves
442399;Aves
418712;Aves
440623;Aves
186010;Aves
186009;Aves
440612;Aves
442351;Aves
459527;Aves
790963;Aves
836221;Aves
1972;Aves
836223;Aves
440617;Aves
459528;Aves
442361;Aves
828922;Aves
442362;Aves
720298;Aves
720299;Aves
720297;Aves
186012;Aves
829226;Aves
3261;Aves
442378;Aves
3258;Aves
3255;Aves
3263;Aves
197989;Aves
3364;Aves
3343;Aves
3345;Aves
819851;Aves
625679;Aves
532688;Aves
197981;Aves
625824;Aves
819786;Aves
