442507;Aves
442508;Aves
440244;Aves
440653;Aves
442475;Aves
828888;Aves
442476;Aves
442477;Aves
442478;Aves
442479;Aves
440241;Aves
440199;Aves
442262;Aves
196606;Aves
186042;Aves
522723;Aves
819843;Aves
442261;Aves
720289;Aves
782515;Aves
782516;Aves
186077;Aves
186079;Aves
253478;Aves
186078;Aves
440582;Aves
440231;Aves
720288;Aves
199220;Aves
780117;Aves
599989;Aves
440583;Aves
442294;Aves
829102;Aves
442295;Aves
196930;Aves
1020;Aves
440196;Aves
198779;Aves
3482;Aves
828886;Aves
186178;Aves
186177;Aves
198857;Aves
442502;Aves
442503;Aves
828864;Aves
440659;Aves
442505;Aves
442506;Aves
196362;Aves
459514;Aves
440650;Aves
442465;Aves
440651;Aves
459535;Aves
459536;Aves
198651;Aves
2600;Aves
2597;Aves
2594;Aves
626151;Aves
3158;Aves
3165;Aves
351923;Aves
350908;Aves
196475;Aves
982;Aves
828854;Aves
196463;Aves
440572;Aves
442258;Aves
442259;Aves
196593;Aves
828890;Aves
2605;Aves
828892;Aves
828891;Aves
440207;Aves
528762;Aves
440587;Aves
442305;Aves
186065;Aves
186067;Aves
186066;Aves
197027;Aves
442309;Aves
440260;Aves
199057;Aves
364251;Aves
199070;Aves
2610;Aves
440259;Aves
440589;Aves
442310;Aves
442311;Aves
442312;Aves
440262;Aves
186008;Aves
440667;Aves
442530;Aves
199243;Aves
442532;Aves
418657;Aves
197239;Aves
3318;Aves
440599;Aves
442328;Aves
790973;Aves
790974;Aves
720293;Aves
720294;Aves
819849;Aves
440601;Aves
442330;Aves
440604;Aves
442337;Aves
782626;Aves
442299;Aves
1027;Aves
440584;Aves
442440;Aves
782501;Aves
186027;Aves
440561;Aves
440644;Aves
442444;Aves
828846;Aves
442445;Aves
440263;Aves
459512;Aves
440200;Aves
440645;Aves
442446;Aves
440559;Aves
442439;Aves
440641;Aves
442235;Aves
442236;Aves
440562;Aves
442237;Aves
809956;Aves
809957;Aves
828570;Aves
782457;Aves
441781;Aves
441782;Aves
441783;Aves
440331;Aves
441784;Aves
440333;Aves
441787;Aves
459601;Aves
829097;Aves
720228;Aves
720229;Aves
191030;Aves
441788;Aves
828825;Aves
191053;Aves
186074;Aves
186076;Aves
193284;Aves
3112;Aves
626895;Aves
193412;Aves
790985;Aves
790986;Aves
186040;Aves
627733;Aves
534748;Aves
193435;Aves
3336;Aves
440431;Aves
720269;Aves
441990;Aves
828885;Aves
195717;Aves
2660;Aves
625971;Aves
186055;Aves
440535;Aves
442181;Aves
440536;Aves
442182;Aves
185980;Aves
186102;Aves
627317;Aves
459504;Aves
186025;Aves
522786;Aves
819778;Aves
186024;Aves
196140;Aves
2694;Aves
440555;Aves
442219;Aves
442220;Aves
186166;Aves
186168;Aves
186165;Aves
440639;Aves
442436;Aves
186167;Aves
440556;Aves
442225;Aves
829098;Aves
442226;Aves
440557;Aves
442228;Aves
828882;Aves
442229;Aves
829100;Aves
442230;Aves
442231;Aves
440558;Aves
442232;Aves
441761;Aves
441762;Aves
441763;Aves
440322;Aves
441765;Aves
440323;Aves
441766;Aves
199245;Aves
441767;Aves
720205;Aves
529788;Aves
627727;Aves
530157;Aves
440324;Aves
441770;Aves
528767;Aves
528764;Aves
528763;Aves
186061;Aves
186004;Aves
186003;Aves
193023;Aves
441966;Aves
790976;Aves
790977;Aves
440418;Aves
441970;Aves
441971;Aves
440419;Aves
441972;Aves
440420;Aves
441973;Aves
782560;Aves
720167;Aves
440520;Aves
442151;Aves
195317;Aves
1039;Aves
351924;Aves
185977;Aves
185976;Aves
440522;Aves
442153;Aves
625675;Aves
532691;Aves
528760;Aves
440221;Aves
819782;Aves
440524;Aves
442155;Aves
829107;Aves
190827;Aves
441772;Aves
186017;Aves
186021;Aves
186020;Aves
190851;Aves
441775;Aves
440328;Aves
441777;Aves
782536;Aves
